meanRT,RT10prctile,Accuracy,Condition,SubjectID,Subjects_session,Unique_Session,N200amplitudes,N200latencies,RemoveN200,minBETAamplitudes,minBETAlatencies,RemoveminBETA,P300amplitudes,P300latencies,RemoveP300,minRPamplitudes,minRPlatencies,RemoveminRP
0.57955,0.43965,0.78481,5,157,2,30,-0.098021,0.21191,0,-0.16563,0.29758,0,0.085448,0.38477,0,-0.046604,0.082026,0
0.56703,0.42236,0.85,6,157,2,30,-0.10465,0.20703,0,-0.19031,0.21457,0,0.0294,0.34473,0,-0.019665,0.26757,0
0.53695,0.38857,0.48649,1,158,1,31,-0.1033,0.22168,0,-0.24042,0.2048,1,0.10504,0.37793,0,-0.09756,0.34569,0
0.56428,0.41064,0.65278,2,158,1,31,-0.11655,0.21973,0,-0.096122,0.23898,0,0.048437,0.41504,0,0.0089955,0.11425,0
0.47559,0.37012,0.54098,3,158,1,31,-0.11216,0.19043,0,0.051572,0.40012,0,0.067266,0.42578,0,-0.031319,0.17284,0
0.68024,0.43906,0.48684,4,158,1,31,-0.097627,0.20312,0,-0.012459,0.405,0,0.048617,0.37012,0,-0.067219,0.039058,0
0.50587,0.3748,0.50725,5,158,1,31,-0.093006,0.20508,0,-0.13695,0.45871,0,0.043822,0.37695,0,-0.036972,0.00097264,1
0.49995,0.38066,0.39683,6,158,1,31,-0.16226,0.21484,0,-0.15776,0.59055,0,0.040531,0.38574,0,-0.1584,0.088862,0
0.49241,0.37441,0.67164,1,158,2,32,-0.095913,0.18848,0,0.071539,0.22434,0,0.022436,0.35938,0,-0.039475,0.016597,0
0.65222,0.42949,0.58108,2,158,2,32,-0.075485,0.2041,0,0.0016922,0.35129,0,0.038689,0.27539,1,-0.072192,0.12695,0
0.73807,0.56836,0.775,3,158,2,32,-0.10117,0.20703,0,0.085025,0.36594,0,0.097677,0.2959,0,-0.073108,0.13281,0
0.50319,0.38242,0.57353,4,158,2,32,-0.15567,0.19336,0,-0.039799,0.2048,1,0.10967,0.38672,0,-0.093015,0.49999,1
0.65302,0.51367,0.7125,5,158,2,32,-0.13553,0.19824,0,-0.062941,0.58078,0,0.0053687,0.27539,1,-0.12544,0.18456,0
0.71781,0.52598,0.86076,6,158,2,32,-0.1177,0.19727,0,-0.13092,0.23898,0,0.047909,0.29297,0,-0.13043,0.042964,0
0.49164,0.37988,0.72,1,159,1,33,-0.11925,0.18164,0,-0.57394,0.39035,0,0.031365,0.34473,0,-0.069045,0.23144,0
0.63959,0.50732,0.825,2,159,1,33,-0.12216,0.18359,0,-0.072235,0.2048,1,0.03788,0.51367,0,-0.089561,0.42577,0
0.5958,0.46875,0.8875,3,159,1,33,-0.10917,0.17383,0,-0.33576,0.56613,0,0.054793,0.51758,0,-0.069416,0.38085,0
0.54718,0.41992,0.72152,4,159,1,33,-0.10617,0.17773,0,-0.30154,0.35617,0,0.034951,0.51758,0,-0.10944,0.00097264,1
0.59451,0.46826,0.8,5,159,1,33,-0.10823,0.1875,0,-0.12004,0.59543,1,0.018606,0.60352,0,-0.022431,0.00097264,1
0.6483,0.51562,0.9,6,159,1,33,-0.13328,0.18066,0,-0.01824,0.25363,0,0.050069,0.53223,0,-0.14251,0.042964,0
0.51611,0.40752,0.83333,1,159,2,34,-0.12859,0.16406,0,0.01321,0.36594,0,0.081415,0.50977,0,-0.0069089,0.31835,0
0.59688,0.48291,0.8625,2,159,2,34,-0.14296,0.17578,0,-0.20089,0.41477,0,0.0836,0.52734,0,-0.094336,0.00097264,1
0.64761,0.5127,0.8875,3,159,2,34,-0.11537,0.18164,0,-0.2522,0.28293,0,0.091878,0.52539,0,-0.12475,0.0019492,0
0.51804,0.42891,0.84615,4,159,2,34,-0.10931,0.18262,0,-0.43362,0.23898,0,0.072581,0.53125,0,-0.12271,0.010738,0
0.62826,0.5249,0.9125,5,159,2,34,-0.12398,0.18066,0,-0.27971,0.3757,0,0.067493,0.51465,0,-0.091081,0.057612,0
0.57714,0.45459,0.8875,6,159,2,34,-0.094165,0.17188,0,-0.10201,0.30734,0,0.061409,0.56836,0,-0.021219,0.32226,0
0.51481,0.37383,0.73077,1,160,1,35,-0.1268,0.18652,0,-0.64249,0.39035,0,0.042884,0.37305,0,-0.031195,0.071284,0
0.63411,0.44277,0.73418,2,160,1,35,-0.11604,0.17676,0,-0.72487,0.49777,0,0.061368,0.55371,0,-0.11312,0.00097264,1
0.68301,0.49648,0.83333,3,160,1,35,-0.09721,0.18555,0,-0.67257,0.2927,0,0.056469,0.43652,0,-0.11027,0.032222,0
0.59786,0.48252,0.73684,4,160,1,35,-0.11356,0.18262,0,-0.51822,0.40988,0,0.047667,0.27539,1,-0.044355,0.086909,0
0.48255,0.38418,0.84058,5,160,1,35,-0.11293,0.18066,0,-0.27229,0.59543,1,0.049746,0.39062,0,-0.0082221,0.19921,0
0.57812,0.43877,0.78205,6,160,1,35,-0.11336,0.18652,0,-0.39143,0.58078,0,0.052575,0.33984,0,-0.075274,0.020504,0
0.50081,0.4168,0.80519,1,160,2,36,-0.11957,0.16895,0,-0.31864,0.5173,0,0.044697,0.27539,1,-0.062433,0.23046,0
0.53228,0.42598,0.83333,2,160,2,36,-0.10253,0.1748,0,-0.37966,0.26828,0,0.044279,0.27539,1,-0.056838,0.14843,0
0.58249,0.4875,0.74359,3,160,2,36,-0.10851,0.17773,0,-0.15903,0.38547,0,0.053172,0.41504,0,-0.085804,0.00097264,1
0.48256,0.38105,0.79365,4,160,2,36,-0.12322,0.17188,0,-0.25096,0.5173,0,0.059844,0.55078,0,-0.052677,0.15624,0
0.5459,0.43008,0.89873,5,160,2,36,-0.13508,0.17383,0,-0.30173,0.4343,0,0.039687,0.5,0,-0.070964,0.32421,0
0.57453,0.44922,0.81013,6,160,2,36,-0.1128,0.16992,0,-0.19993,0.2048,1,0.031736,0.46875,0,-0.087398,0.33105,0
0.57928,0.39316,0.55932,1,161,1,37,-0.061176,0.22266,0,-0.14888,0.2634,0,0.076882,0.27539,1,-0.051112,0.10156,0
0.67941,0.45176,0.50685,2,161,1,37,-0.25342,0.21484,0,-0.12249,0.45871,0,0.0314,0.59277,0,-0.060677,0.10058,0
0.73566,0.53721,0.74359,3,161,1,37,-0.25503,0.21094,0,-0.39582,0.24387,0,0.032429,0.27539,1,-0.063405,0.19335,0
0.5746,0.37949,0.57627,4,161,1,37,0.09189,0.19043,0,-0.4974,0.2048,1,0.069039,0.45801,0,-0.031604,0.017574,0
0.51719,0.36436,0.51786,5,161,1,37,-0.3149,0.21582,0,-0.43753,0.20969,0,0.024735,0.27539,1,-0.014687,0.3789,0
0.4879,0.38359,0.5122,6,161,1,37,0.25593,0.20801,0,0.46487,0.405,0,0.087795,0.27539,1,-0.014946,0.15331,0
0.46285,0.36895,0.64583,1,161,2,38,-0.13074,0.21387,0,-0.36783,0.42941,0,0.055898,0.50195,0,-0.066892,0.0039023,0
0.44216,0.36406,0.54839,2,161,2,38,-0.13247,0.20703,0,-0.014654,0.49289,0,0.050806,0.47461,0,-0.058513,0.49999,1
0.45349,0.36797,0.59375,3,161,2,38,-0.0939,0.2168,0,-0.14489,0.42941,0,0.095363,0.27539,1,-0.080097,0.49999,1
0.48606,0.36865,0.6,4,161,2,38,-0.11142,0.20117,0,-0.088516,0.59543,1,0.073835,0.27539,1,-0.088224,0.20605,0
0.53348,0.38301,0.62791,5,161,2,38,-0.11138,0.21191,0,-0.1043,0.2048,1,0.046593,0.51367,0,-0.04922,0.04687,0
0.53172,0.38008,0.69231,6,161,2,38,-0.11477,0.19434,0,0.13558,0.20969,0,0.035587,0.51367,0,-0.023616,0.49999,1
0.54342,0.37598,0.46667,1,162,1,39,-0.17884,0.1709,0,-0.2612,0.38059,0,0.070728,0.38281,0,-0.055001,0.24316,0
0.57007,0.37432,0.51786,2,162,1,39,-0.16049,0.17188,0,-0.037023,0.20969,0,0.061122,0.34863,0,-0.052459,0.21288,0
0.57123,0.38721,0.51923,3,162,1,39,0.0055123,0.125,1,-0.084619,0.2048,1,0.099793,0.39746,0,-0.036431,0.21288,0
0.57294,0.3877,0.50769,4,162,1,39,-0.062658,0.18945,0,0.23363,0.42941,0,0.055534,0.39453,0,-0.076529,0.035152,0
0.56992,0.38252,0.55405,5,162,1,39,-0.036855,0.15234,0,0.043164,0.36105,0,0.067164,0.32324,0,-0.076171,0.19824,0
0.6336,0.43086,0.58904,6,162,1,39,-0.028138,0.18262,0,-0.059512,0.47824,0,0.0706,0.35449,0,-0.047701,0.00097264,1
0.46486,0.35771,0.47826,1,162,2,40,-0.13132,0.16797,0,-0.13195,0.53195,0,0.050571,0.34668,0,-0.037389,0.00097264,1
0.45291,0.37139,0.53448,2,162,2,40,-0.083359,0.17969,0,0.023767,0.57102,0,0.061465,0.41406,0,-0.08976,0.069331,0
0.53944,0.39805,0.55128,3,162,2,40,-0.016051,0.15723,0,0.0084989,0.2048,1,0.035565,0.56934,0,-0.11558,0.12792,0
0.57001,0.43877,0.53846,4,162,2,40,-0.073795,0.14453,0,-0.039584,0.2048,1,0.087459,0.7959,0,-0.039447,0.17089,0
0.54112,0.40488,0.63014,5,162,2,40,-0.13186,0.19141,0,0.10135,0.2048,1,0.086835,0.62305,0,-0.059115,0.1289,0
0.59384,0.40781,0.60274,6,162,2,40,-0.019498,0.17969,0,-0.1443,0.2048,1,0.05782,0.35938,0,-0.030704,0.10058,0
0.55085,0.44287,0.65,1,163,1,41,-0.11963,0.19336,0,-0.16538,0.24875,0,0.069508,0.375,0,-0.058452,0.1582,0
0.59032,0.44775,0.8,2,163,1,41,-0.11338,0.19922,0,-0.026943,0.59543,1,0.046515,0.52832,0,-0.035356,0.18847,0
0.70161,0.55273,0.7125,3,163,1,41,-0.087695,0.21582,0,0.18217,0.2048,1,0.074233,0.57617,0,-0.05252,0.11523,0
0.51775,0.4165,0.5875,4,163,1,41,-0.12316,0.19531,0,1.1491,0.2048,1,0.070497,0.41992,0,-0.096977,0.089838,0
0.63949,0.46826,0.725,5,163,1,41,-0.1131,0.2041,0,-0.2498,0.21945,0,0.034642,0.40039,0,-0.040469,0.49999,1
0.68993,0.54297,0.6375,6,163,1,41,-0.088386,0.18848,0,-0.066217,0.53195,0,0.016841,0.63965,0,-0.03266,0.085932,0
0.52256,0.42715,0.63291,1,163,2,42,-0.12453,0.19238,0,0.10023,0.27316,0,0.043625,0.35254,0,-0.10345,0.19042,0
0.60345,0.4668,0.6875,2,163,2,42,-0.12818,0.20117,0,0.23605,0.2048,1,0.085885,0.32617,0,-0.091484,0.49999,1
0.57919,0.46055,0.79487,3,163,2,42,-0.11515,0.18457,0,-0.2073,0.26828,0,-0.0039137,0.35254,0,0.032711,0.00097264,1
0.49436,0.42383,0.60526,4,163,2,42,-0.090522,0.19043,0,-0.074607,0.32199,0,0.14046,0.3291,0,-0.095879,0.26171,0
0.52361,0.44082,0.75949,5,163,2,42,-0.10466,0.19434,0,0.24529,0.2048,1,0.074545,0.27539,1,-0.059963,0.28124,0
0.55549,0.44551,0.77215,6,163,2,42,-0.11155,0.19727,0,0.96508,0.56125,0,0.061143,0.33984,0,-0.061156,0.33983,0
0.48795,0.37188,0.59155,1,164,1,43,-0.10226,0.18652,0,-0.26374,0.2048,1,0.086891,0.4209,0,-0.092198,0.037105,0
0.5954,0.47021,0.675,2,164,1,43,-0.12364,0.18359,0,-0.23083,0.27316,0,0.074151,0.61035,0,-0.093934,0.042964,0
0.74325,0.57764,0.725,3,164,1,43,-0.1061,0.18652,0,-0.21577,0.36105,0,0.039634,0.76758,0,-0.05148,0.093745,0
0.53549,0.44785,0.68831,4,164,1,43,-0.12586,0.18457,0,-0.20636,0.21457,0,0.094119,0.5459,0,-0.063558,0.31249,0
0.64381,0.48965,0.74684,5,164,1,43,-0.12174,0.18066,0,-0.10828,0.405,0,0.074614,0.60547,0,-0.053885,0.32616,0
0.64106,0.48027,0.74359,6,164,1,43,-0.12414,0.18945,0,-0.10572,0.29758,0,0.040411,0.53418,0,-0.05936,0.30956,0
0.47036,0.39502,0.72368,1,164,2,44,-0.08723,0.18457,0,-0.13868,0.2048,1,0.077564,0.43848,0,-0.13975,0.00097264,1
0.56638,0.45947,0.7375,2,164,2,44,-0.087305,0.1875,0,-0.2523,0.53195,0,0.062189,0.55273,0,-0.083584,0.0039023,0
0.66118,0.52393,0.75,3,164,2,44,-0.11824,0.19336,0,-0.24861,0.20969,0,0.030584,0.56836,0,-0.041382,0.00097264,1
0.46885,0.38965,0.63158,4,164,2,44,-0.09592,0.18164,0,-0.0494,0.2048,1,0.083661,0.47656,0,-0.1102,0.00097264,1
0.45661,0.37393,0.77027,5,164,2,44,-0.12984,0.1875,0,-0.26737,0.23898,0,0.09481,0.47168,0,-0.095663,0.00097264,1
0.61421,0.47715,0.87342,6,164,2,44,-0.12789,0.19238,0,-0.30646,0.31711,0,0.026337,0.54102,0,-0.056059,0.00097264,1
0.4781,0.37051,0.5,1,166,1,45,-0.14986,0.2627,0,0.12685,0.20969,0,0.079014,0.2998,0,-0.094829,0.082026,0
0.50955,0.38926,0.65672,2,166,1,45,-0.12856,0.26465,0,0.10986,0.2634,0,0.072222,0.29883,0,-0.040457,0.0498,0
0.56929,0.4002,0.61538,3,166,1,45,-0.11855,0.27441,1,-0.14349,0.2048,1,0.068867,0.31055,0,-0.058701,0.083003,0
0.60233,0.4624,0.5875,4,166,1,45,-0.16565,0.25391,0,-0.054442,0.2048,1,0.076207,0.28516,0,-0.1419,0.061519,0
0.69584,0.50566,0.6962,5,166,1,45,-0.088501,0.26465,0,-0.23068,0.2048,1,0.060572,0.30664,0,-0.04409,0.00097264,1
0.91672,0.65605,0.64557,6,166,1,45,-0.095358,0.23535,0,0.15001,0.2341,0,0.043091,0.27539,1,-0.051798,0.11523,0
0.45713,0.36855,0.59322,1,166,2,46,-0.14073,0.22754,0,-0.089596,0.2048,1,0.094204,0.27539,1,-0.02978,0.044917,0
0.71621,0.56982,0.6125,2,166,2,46,-0.092337,0.24512,0,0.0025727,0.25363,0,0.060391,0.29297,0,-0.10098,0.13281,0
0.72668,0.5625,0.675,3,166,2,46,-0.078832,0.22754,0,-0.017063,0.22922,0,0.045761,0.27539,1,-0.095469,0.036128,0
0.44184,0.37187,0.55263,4,166,2,46,-0.1159,0.23438,0,-0.047012,0.30246,0,0.076521,0.27539,1,-0.075293,0.013668,0
0.53421,0.4209,0.6,5,166,2,46,-0.1158,0.23438,0,-0.11959,0.34641,0,0.080433,0.27734,0,-0.080615,0.21777,0
0.48495,0.3918,0.72368,6,166,2,46,-0.12014,0.23438,0,-0.25979,0.29758,0,0.090368,0.28418,0,-0.10794,0.17187,0
0.68056,0.43408,0.48649,1,167,1,47,-0.10179,0.2168,0,0.34251,0.2048,1,0.069594,0.6123,0,-0.036343,0.048823,0
0.57305,0.37266,0.47945,2,167,1,47,-0.10242,0.22266,0,-0.022618,0.2048,1,0.045892,0.30957,0,-0.044942,0.33983,0
0.58492,0.40234,0.45333,3,167,1,47,-0.10124,0.23633,0,0.27671,0.2048,1,0.037281,0.29688,0,-0.057415,0.37597,0
0.46662,0.37109,0.56,4,167,1,47,-0.11276,0.21094,0,0.27059,0.25852,0,0.125,0.34277,0,-0.055143,0.16406,0
0.49558,0.36396,0.63889,5,167,1,47,-0.13565,0.23242,0,0.35397,0.32199,0,0.075095,0.4043,0,-0.041665,0.00097264,1
0.55589,0.3877,0.57143,6,167,1,47,-0.097919,0.21387,0,0.63093,0.58566,0,0.16537,0.40723,0,-0.036391,0.45409,0
0.46155,0.35703,0.58696,1,167,2,48,-0.092081,0.22363,0,0.011955,0.36105,0,0.10931,0.33008,0,-0.070533,0.15527,0
0.44225,0.35635,0.34211,2,167,2,48,-0.11345,0.22559,0,0.054284,0.26828,0,0.11686,0.33008,0,-0.087008,0.13183,0
0.45113,0.35879,0.55814,3,167,2,48,-0.10927,0.21387,0,-0.10414,0.2341,0,0.080499,0.33105,0,-0.057142,0.1455,0
0.46714,0.35361,0.45652,4,167,2,48,-0.11054,0.19727,0,0.10476,0.36594,0,0.083132,0.35547,0,-0.067504,0.12792,0
0.46958,0.35938,0.51282,5,167,2,48,-0.12209,0.22754,0,0.081113,0.5173,0,0.059404,0.32617,0,-0.078991,0.11718,0
0.42789,0.36074,0.35135,6,167,2,48,-0.093187,0.23828,0,0.0021257,0.34152,0,0.099429,0.33203,0,-0.064997,0.11132,0
0.59636,0.44033,0.72973,1,168,1,49,-0.14432,0.20996,0,-0.62593,0.33176,0,0.041021,0.52832,0,-0.059148,0.11035,0
0.66453,0.45254,0.71233,2,168,1,49,-0.087745,0.20996,0,-0.50232,0.33176,0,0.10554,0.43359,0,-0.15706,0.088862,0
0.67589,0.42246,0.71233,3,168,1,49,-0.055042,0.21289,0,-0.65505,0.25852,0,0.065496,0.6377,0,-0.046029,0.095698,0
0.64747,0.39512,0.66216,4,168,1,49,-0.11836,0.21484,0,-0.17007,0.26828,0,0.028343,0.44922,0,-0.10001,0.20312,0
0.54541,0.40381,0.7625,5,168,1,49,-0.11213,0.20996,0,0.020044,0.2048,1,0.033474,0.45215,0,-0.076484,0.062495,0
0.56398,0.45312,0.775,6,168,1,49,-0.11067,0.20898,0,0.0533,0.22434,0,0.039821,0.44238,0,-0.065343,0.035152,0
0.5963,0.38809,0.71622,1,168,2,50,-0.12058,0.21387,0,0.12073,0.2048,1,0.05096,0.44922,0,-0.17701,0.026363,0
0.75412,0.43398,0.72368,2,168,2,50,-0.094399,0.20996,0,0.089839,0.33176,0,0.055204,0.4248,0,-0.039828,0.00097264,1
0.66149,0.45293,0.64557,3,168,2,50,-0.11152,0.2041,0,-0.20951,0.40012,0,0.056958,0.41797,0,-0.045495,0.017574,0
0.47241,0.36416,0.75,4,168,2,50,-0.10066,0.20215,0,-0.10454,0.31223,0,0.087961,0.51758,0,-0.094293,0.07812,0
0.56499,0.44336,0.70513,5,168,2,50,-0.11655,0.20508,0,-0.3374,0.2048,1,0.046197,0.68066,0,-0.087798,0.082026,0
0.58885,0.47754,0.8375,6,168,2,50,-0.10894,0.2002,0,-0.022946,0.32688,0,0.0563,0.5957,0,-0.048755,0.15917,0
0.56148,0.38965,0.50725,1,169,1,51,-0.11381,0.27441,1,-0.0071553,0.36105,0,0.057994,0.51465,0,-0.056078,0.0029257,0
0.63382,0.45479,0.67568,2,169,1,51,-0.15618,0.27441,1,-0.086347,0.2048,1,0.062746,0.61035,0,-0.050898,0.019527,0
0.78509,0.49414,0.56,3,169,1,51,-0.11302,0.21191,0,-0.11757,0.59543,1,0.048299,0.5127,0,-0.084587,0.33202,0
0.52536,0.37393,0.64865,4,169,1,51,-0.1523,0.24414,0,0.16008,0.2048,1,0.06864,0.57129,0,-0.048142,0.00097264,1
0.6091,0.37822,0.63235,5,169,1,51,-0.039766,0.27441,1,0.020183,0.55148,0,0.078783,0.56836,0,-0.072461,0.20898,0
0.86603,0.4334,0.3913,6,169,1,51,-0.10324,0.21582,0,-0.12411,0.39035,0,0.046894,0.57812,0,-0.1104,0.19921,0
0.58111,0.39707,0.52113,1,169,2,52,-0.058312,0.20801,0,0.048341,0.2048,1,0.073131,0.44922,0,-0.074697,0.10058,0
0.59199,0.41104,0.5,2,169,2,52,0.32679,0.17773,0,-0.25168,0.22434,0,0.11694,0.44238,0,-0.041829,0.059565,0
0.53702,0.39141,0.63514,3,169,2,52,-0.15079,0.2002,0,0.012315,0.51242,0,0.086937,0.46582,0,-0.032532,0.11816,0
0.82006,0.41572,0.60606,4,169,2,52,0.060271,0.22754,0,-0.34809,0.30246,0,0.074058,0.60254,0,-0.078,0.02148,0
0.88929,0.56758,0.58824,5,169,2,52,-0.38493,0.20605,0,-0.47059,0.49777,0,0.046072,0.74512,0,-0.070465,0.34765,0
0.79891,0.51973,0.72973,6,169,2,52,-0.37897,0.22852,0,-0.12562,0.48313,0,0.030463,0.66211,0,-0.069193,0.00097264,1
0.54542,0.42676,0.60811,1,170,1,53,-0.085328,0.20703,0,-0.00074448,0.5466,0,0.041129,0.34961,0,-0.081913,0.061519,0
0.58633,0.45605,0.64557,2,170,1,53,-0.10242,0.2041,0,-0.13621,0.59543,1,0.08606,0.35254,0,-0.05442,0.057612,0
0.63212,0.49463,0.7125,3,170,1,53,-0.11576,0.21582,0,0.19446,0.37082,0,0.069745,0.3584,0,-0.061497,0.16308,0
0.48979,0.37246,0.66667,4,170,1,53,-0.12813,0.2002,0,-0.17986,0.25852,0,0.057102,0.35059,0,-0.061627,0.1416,0
0.59275,0.4748,0.61538,5,170,1,53,-0.12734,0.20703,0,-0.021207,0.2634,0,0.077228,0.34375,0,-0.063753,0.30956,0
0.61367,0.48486,0.65,6,170,1,53,-0.11696,0.19531,0,0.064424,0.4343,0,0.093369,0.36133,0,-0.081566,0.35839,0
0.55282,0.42188,0.73077,1,203,1,54,-0.13091,0.23047,0,-0.11121,0.42453,0,0.064605,0.27539,1,-0.066175,0.00097264,1
0.79374,0.61816,0.7875,2,203,1,54,-0.11632,0.24414,0,-0.14583,0.2927,0,0.062708,0.27539,1,-0.069334,0.071284,0
0.76636,0.59961,0.7875,3,203,1,54,-0.11136,0.24512,0,-0.28765,0.47336,0,0.044343,0.27539,1,-0.063954,0.085932,0
0.59775,0.46201,0.59211,4,203,1,54,-0.1184,0.2373,0,-0.087237,0.57102,0,0.052123,0.27539,1,-0.027829,0.096674,0
0.69268,0.52295,0.6375,5,203,1,54,-0.10595,0.24414,0,-0.26724,0.27316,0,0.052177,0.27539,1,-0.03303,0.29882,0
0.67828,0.52246,0.8,6,203,1,54,-0.13219,0.24316,0,-0.060208,0.58566,0,0.073546,0.27539,1,-0.068694,0.24511,0
