RT,Accuracy,Condition,SubjectID,Subjects_session,Unique_Session,Noisetimes,Intertrial,Stimtime,Spatial_frequencies,Random_rotations,Speed_cutoff,Given_feedback,N200amplitudes,N200latencies,RemoveN200,RemoveRT,Training,Artifact
NaN,NaN,5,166,2,46,0.875,1.8049,2.7333,2.4,110.04,1,1,NaN,NaN,0,0,0,0
0.58008,0,5,166,2,46,0.95,1.8568,2.7083,2.6,331.99,1,1,-36.264,0.2666,0,0,1,0
0.52051,1,5,166,2,46,0.9,1.7943,2.4417,2.6,310.1,1,2,-57.58,0.25586,0,0,1,0
0.58984,0,5,166,2,46,0.825,1.6551,2.7833,2.6,257.95,1,1,-31.991,0.24219,0,0,1,0
0.43945,1,5,166,2,46,0.575,1.7603,2.0833,2.6,134.52,1,2,-42.311,0.23438,0,0,1,0
0.6709,0,5,166,2,46,0.7,1.8662,2.7,2.4,252.46,1,1,-27.922,0.15332,0,0,1,0
0.65723,1,5,166,2,46,0.875,1.7016,2.4917,2.6,109.14,1,2,-38.563,0.26465,0,0,1,0
0.63379,0,5,166,2,46,0.5,1.8124,2.1417,2.4,1.3153,1,1,-45.46,0.20605,0,0,1,0
NaN,NaN,5,166,2,46,0.825,1.7882,2.4417,2.4,103.35,1,1,NaN,NaN,1,0,1,0
0.46875,1,5,166,2,46,0.55,1.9095,2.4583,2.6,284.22,1,2,-46.353,0.23535,0,0,1,0
NaN,NaN,5,166,2,46,0.5,1.9251,2.35,2.6,134.68,1,2,NaN,NaN,0,0,0,0
NaN,NaN,5,166,2,46,0.525,1.5203,2.1917,2.4,48.368,1,1,NaN,NaN,1,0,1,1
NaN,NaN,5,166,2,46,0.725,1.5228,2.6167,2.4,171.19,1,1,NaN,NaN,1,0,0,1
0.51172,1,5,166,2,46,0.8,1.848,2.4,2.6,11.27,1,2,-20.309,0.25586,0,0,1,0
0.44336,0,5,166,2,46,0.725,1.9869,2.5417,2.4,322.55,1,1,-49.332,0.19238,0,0,1,0
0.55957,1,5,166,2,46,0.675,1.781,2.1917,2.6,120.19,1,2,-65.332,0.25293,0,0,1,0
0.61621,1,5,166,2,46,0.95,1.5805,2.8167,2.4,344.69,1,2,-0.046006,0.21973,0,0,1,0
NaN,NaN,5,166,2,46,0.95,1.5658,2.8667,2.4,101.15,1,2,NaN,NaN,0,0,0,0
NaN,NaN,5,166,2,46,0.675,1.9855,2.6417,2.4,214.94,1,2,NaN,NaN,1,0,1,0
NaN,NaN,5,166,2,46,0.675,1.7002,2.275,2.6,268.32,1,2,NaN,NaN,0,0,0,0
NaN,NaN,5,166,2,46,0.875,1.9506,2.55,2.6,37.382,1,1,NaN,NaN,0,0,0,0
0.46191,1,5,166,2,46,0.575,1.661,2.4,2.6,22.126,1,2,-32.082,0.23438,0,0,1,0
0.47949,1,5,166,2,46,0.725,1.7936,2.5417,2.4,187.07,1,2,-2.3659,0.24121,0,0,1,0
0.47559,1,5,166,2,46,0.625,1.8282,2.225,2.6,43.542,1,2,-48.422,0.2373,0,0,1,0
0.36035,1,5,166,2,46,0.875,1.6552,2.4167,2.6,8.1915,1,2,-49.764,0.21777,0,0,1,0
0.58691,1,5,166,2,46,0.5,1.9657,2.3,2.4,32.616,1,2,-17.204,0.13574,0,0,1,0
NaN,NaN,5,166,2,46,0.9,1.8439,2.7833,2.6,287.16,1,2,NaN,NaN,0,1,1,0
0.4209,1,5,166,2,46,0.95,1.6266,2.4917,2.4,308.1,1,2,-44.72,0.20703,0,0,1,0
0.5498,0,5,166,2,46,0.525,1.8675,2.2083,2.4,260.96,1,1,-22.147,0.22363,0,0,1,0
NaN,NaN,5,166,2,46,0.85,1.6712,2.725,2.4,272.38,1,2,NaN,NaN,1,1,1,1
NaN,NaN,5,166,2,46,0.725,1.9402,2.3,2.4,148.83,1,1,NaN,NaN,0,0,0,0
0.38672,1,5,166,2,46,0.775,1.9643,2.4167,2.4,331.4,1,2,-16.506,0.17676,0,0,1,0
NaN,NaN,5,166,2,46,0.6,1.7726,2.4667,2.4,177.2,1,1,NaN,NaN,0,0,0,0
0.74805,1,5,166,2,46,0.825,1.6066,2.3583,2.4,56.357,1,2,-48.773,0.25879,0,0,1,0
0.65137,1,5,166,2,46,0.9,1.9678,2.6417,2.6,88.566,1,2,-38.016,0.25879,0,0,1,0
0.54297,1,5,166,2,46,0.825,1.9755,2.8,2.6,105.87,1,2,-27.262,0.16211,0,0,1,0
0.58105,1,5,166,2,46,0.525,1.5656,2.5167,2.6,109.37,1,2,-3.3702,0.16602,0,0,1,0
NaN,NaN,5,166,2,46,0.85,1.7528,2.4833,2.6,192.48,1,2,NaN,NaN,0,0,0,0
0.48145,0,5,166,2,46,0.925,1.5348,2.5417,2.4,256.84,1,1,-8.1256,0.25391,0,0,1,0
NaN,NaN,5,166,2,46,0.5,1.731,2.3667,2.6,0.61599,1,2,NaN,NaN,1,0,1,0
0.48926,1,6,166,2,46,0.875,1.9856,2.4,2.6,304.21,1,2,-37.258,0.19141,0,0,1,0
0.46875,1,6,166,2,46,0.575,1.5707,2.3417,2.6,14.73,1,2,-46.555,0.27148,0,0,1,0
0.59863,1,6,166,2,46,0.725,1.9652,2.4667,2.6,301.58,1,2,-44.473,0.23242,0,0,1,0
NaN,NaN,6,166,2,46,0.7,1.6833,2.575,2.6,295.82,1,1,NaN,NaN,1,0,0,0
NaN,NaN,6,166,2,46,0.625,1.6451,2.5333,2.4,44.793,1,1,NaN,NaN,0,0,0,0
0.37402,1,6,166,2,46,0.8,1.851,2.3583,2.4,133.64,1,2,-29.38,0.20898,0,0,1,0
NaN,NaN,6,166,2,46,0.95,1.5579,2.6917,2.6,123.79,1,1,NaN,NaN,0,0,0,0
NaN,NaN,6,166,2,46,0.95,1.5208,2.6917,2.4,157.76,1,1,NaN,NaN,0,1,1,0
NaN,NaN,6,166,2,46,0.5,1.7272,2.2583,2.6,158.28,1,1,NaN,NaN,1,0,1,0
NaN,NaN,6,166,2,46,0.825,1.7872,2.4333,2.6,232.6,1,2,NaN,NaN,0,1,0,0
NaN,NaN,6,166,2,46,0.875,1.6572,2.5917,2.6,218.06,1,1,NaN,NaN,0,0,0,0
NaN,NaN,6,166,2,46,0.8,1.8039,2.65,2.6,78.482,1,2,NaN,NaN,1,0,0,0
0.51562,1,6,166,2,46,0.925,1.7207,2.5833,2.4,44.077,1,2,-27.474,0.21094,0,0,1,0
0.6416,1,6,166,2,46,0.825,1.8603,2.75,2.6,99.621,1,2,-31.646,0.19141,0,0,1,0
0.45215,0,6,166,2,46,0.975,1.7024,2.5917,2.4,279.68,1,1,-25.334,0.25879,0,0,1,0
NaN,NaN,6,166,2,46,0.825,1.5179,2.625,2.4,126.26,1,2,NaN,NaN,0,0,0,0
0.39062,0,6,166,2,46,0.925,1.7963,2.6333,2.6,163.02,1,1,-34.032,0.21875,0,0,1,0
0.4541,1,6,166,2,46,0.55,1.5552,2.5,2.6,34.735,1,2,-23.667,0.17188,0,0,1,0
NaN,NaN,6,166,2,46,0.85,1.8972,2.675,2.4,218.6,1,2,NaN,NaN,0,1,0,0
0.46387,1,6,166,2,46,0.85,1.588,2.7667,2.4,357.27,1,2,-30.177,0.22754,0,0,1,0
NaN,NaN,6,166,2,46,0.575,1.5846,2.1333,2.6,188.13,1,1,NaN,NaN,1,0,1,0
0.56348,1,6,166,2,46,0.75,1.8414,2.3,2.6,103.04,1,2,-52.305,0.25879,0,0,1,0
0.50684,1,6,166,2,46,0.75,1.5174,2.2667,2.4,204.88,1,2,-48.608,0.22949,0,0,1,0
NaN,NaN,6,166,2,46,0.65,1.8321,2.3167,2.4,244.09,1,1,NaN,NaN,1,0,0,0
NaN,NaN,6,166,2,46,0.65,1.9084,2.2917,2.4,209.79,1,2,NaN,NaN,1,0,1,0
NaN,NaN,6,166,2,46,0.725,1.6698,2.25,2.6,202.37,1,2,NaN,NaN,1,0,1,1
0.43652,0,6,166,2,46,0.575,1.7708,2.525,2.4,189.93,1,1,-35.674,0.19727,0,0,1,0
0.35645,1,6,166,2,46,0.725,1.55,2.2667,2.4,58.009,1,2,-26.469,0.26758,0,0,1,0
0.40723,1,6,166,2,46,0.775,1.7735,2.35,2.6,259.01,1,2,-41.094,0.20898,0,0,1,0
NaN,NaN,6,166,2,46,0.575,1.8585,2.5667,2.6,54.475,1,2,NaN,NaN,1,0,1,0
NaN,NaN,6,166,2,46,0.725,1.5277,2.6333,2.6,263.92,1,2,NaN,NaN,1,0,1,0
0.58301,0,6,166,2,46,0.775,1.5433,2.5667,2.4,149.27,1,1,-68.883,0.20605,0,0,1,0
NaN,NaN,6,166,2,46,0.825,1.9535,2.4667,2.6,326.07,1,2,NaN,NaN,1,0,0,0
NaN,NaN,6,166,2,46,0.5,1.6111,2.15,2.6,140.17,1,2,NaN,NaN,0,0,0,0
NaN,NaN,6,166,2,46,0.625,1.7489,2.5083,2.6,280.85,1,2,NaN,NaN,0,1,1,0
NaN,NaN,6,166,2,46,0.925,1.8699,2.4833,2.4,147.29,1,2,NaN,NaN,0,0,0,0
0.61035,1,6,166,2,46,0.5,1.5548,2.3083,2.6,4.7654,1,2,-35.813,0.25781,0,0,1,0
0.43555,1,6,166,2,46,0.85,1.6008,2.4333,2.4,297.6,1,2,-43.042,0.24609,0,0,1,0
0.49805,0,6,166,2,46,0.925,1.8222,2.4333,2.6,139.06,1,1,-64.683,0.21875,0,0,1,0
NaN,NaN,6,166,2,46,0.95,1.9481,2.5833,2.4,202.47,1,2,NaN,NaN,1,0,1,0
0.51855,1,6,166,2,46,0.95,1.6165,2.7417,2.4,97.534,1,2,-20.178,0.27051,0,0,1,0
NaN,NaN,6,166,2,46,0.975,1.9924,2.7083,2.6,204.29,1,2,NaN,NaN,0,0,0,0
NaN,NaN,6,166,2,46,0.7,1.8137,2.6833,2.6,278.34,1,2,NaN,NaN,0,0,0,0
0.43262,1,6,166,2,46,0.85,1.7493,2.7667,2.4,157.14,1,2,-46.16,0.26465,0,0,1,0
NaN,NaN,6,166,2,46,0.5,1.538,2.4167,2.6,68.489,1,2,NaN,NaN,1,0,1,0
NaN,NaN,6,166,2,46,0.65,1.6184,2.5,2.6,344.5,1,1,NaN,NaN,1,0,1,0
0.38184,0,6,166,2,46,0.65,1.774,2.3583,2.4,101.13,1,1,-32.276,0.22754,0,0,1,0
NaN,NaN,6,166,2,46,0.7,1.7319,2.275,2.4,185.91,1,1,NaN,NaN,0,0,0,0
0.3916,1,6,166,2,46,0.975,1.6022,2.6833,2.4,224.58,1,2,-30.276,0.21289,0,0,1,0
0.41016,0,6,166,2,46,0.5,1.5248,2.2667,2.4,209.94,1,1,-65.664,0.19824,0,0,1,0
0.37793,1,6,166,2,46,0.625,1.6916,2.4917,2.6,233.38,1,2,-67.745,0.24121,0,0,1,0
0.42969,1,6,166,2,46,0.825,1.8048,2.4667,2.6,37.137,1,2,-16.017,0.20996,0,0,1,0
0.5498,1,6,166,2,46,0.525,1.85,2.375,2.6,147.08,1,2,-46.502,0.27148,0,0,1,0
NaN,NaN,6,166,2,46,0.975,1.9719,2.9083,2.4,75.043,1,2,NaN,NaN,0,0,0,0
NaN,NaN,6,166,2,46,0.925,1.5433,2.8833,2.6,243.25,1,2,NaN,NaN,0,0,0,0
0.44531,1,6,166,2,46,1,1.8272,2.7417,2.4,260.36,1,2,-27.095,0.26172,0,0,1,0
0.54102,1,6,166,2,46,0.875,1.6768,2.6167,2.4,328.74,1,2,-5.156,0.20117,0,0,1,0
NaN,NaN,6,166,2,46,0.975,1.5167,2.6083,2.6,41.214,1,1,NaN,NaN,1,0,1,1
NaN,NaN,6,166,2,46,0.875,1.6768,2.5167,2.4,26.392,1,2,NaN,NaN,1,0,1,0
NaN,NaN,6,166,2,46,0.85,1.9419,2.85,2.6,272.3,1,2,NaN,NaN,1,0,1,0
NaN,NaN,6,166,2,46,0.9,1.8761,2.7,2.4,160.29,1,2,NaN,NaN,0,0,0,0
NaN,NaN,6,166,2,46,0.775,1.8758,2.6,2.4,274.12,1,2,NaN,NaN,1,0,1,0
NaN,NaN,6,166,2,46,0.6,1.5935,2.5,2.6,320.74,1,2,NaN,NaN,1,0,1,0
0.68848,1,6,166,2,46,0.675,1.8834,2.625,2.6,232.73,1,2,-38.081,0.24023,0,0,1,0
NaN,NaN,6,166,2,46,0.675,1.9336,2.4833,2.4,51.755,1,1,NaN,NaN,0,0,0,0
0.52344,1,6,166,2,46,0.95,1.5117,2.525,2.4,315.95,1,2,-46.946,0.21289,0,0,1,0
0.50684,1,6,166,2,46,0.825,1.5421,2.7083,2.6,7.3996,1,2,-20,0.21777,0,0,1,0
NaN,NaN,6,166,2,46,0.85,1.6914,2.7667,2.4,67.231,1,2,NaN,NaN,1,0,1,0
0.49512,1,6,166,2,46,0.85,1.7367,2.5417,2.6,40.96,1,2,-41.233,0.25195,0,0,1,0
0.44922,1,6,166,2,46,0.525,1.5292,2.45,2.6,56.677,1,2,-41.892,0.26855,0,0,1,0
0.45215,1,6,166,2,46,0.95,1.9816,2.9,2.4,269.28,1,2,-12.42,0.21875,0,0,1,0
NaN,NaN,6,166,2,46,0.55,1.6748,2.45,2.4,60.559,1,1,NaN,NaN,1,0,1,0
0.49707,1,6,166,2,46,0.825,1.8837,2.55,2.6,189.75,1,2,-26.902,0.19824,0,0,1,0
0.69238,0,6,166,2,46,0.625,1.8099,2.35,2.4,134.26,1,1,-28.46,0.19531,0,0,1,0
0.52832,1,6,166,2,46,0.5,1.5427,2.275,2.6,169.43,1,2,-12.071,0.2207,0,0,1,0
NaN,NaN,6,166,2,46,0.625,1.5067,2.275,2.6,177.64,1,2,NaN,NaN,0,0,0,0
0.41016,1,6,166,2,46,0.525,1.8213,2.5083,2.6,62.037,1,2,-19.208,0.22461,0,0,1,0
0.55469,1,6,166,2,46,0.875,1.5262,2.4417,2.4,149.88,1,2,-17.791,0.23145,0,0,1,0
0.38379,0,6,166,2,46,0.9,1.6475,2.5833,2.4,298.08,1,1,7.8973,0.17383,0,0,1,0
0.50488,1,6,166,2,46,0.525,1.9685,2.375,2.4,151.62,1,2,11.481,0.16797,0,0,1,0
1.2139,1,1,167,1,47,0.9,1.7287,2.6667,2.4,351.14,0,0,-23.104,0.20215,0,0,1,0
NaN,NaN,1,167,1,47,0.575,1.6584,2.1583,2.6,312.28,0,0,NaN,NaN,0,0,0,0
0.39551,1,1,167,1,47,0.85,1.8663,2.6833,2.6,292.84,1,2,-26.737,0.20312,0,0,1,0
NaN,NaN,1,167,1,47,0.65,1.7816,2.6333,2.6,42.115,1,2,NaN,NaN,0,0,0,0
0.65918,0,1,167,1,47,0.875,1.6254,2.6833,2.6,54.264,0,0,-31.322,0.20312,0,0,1,0
0.87695,1,1,167,1,47,0.675,1.6702,2.4,2.4,64.535,0,0,-14.617,0.1748,0,0,1,0
0.43457,0,1,167,1,47,0.7,1.7678,2.3417,2.4,253.53,1,1,-35.026,0.17676,0,0,1,0
0.58008,1,1,167,1,47,0.875,1.7442,2.7083,2.4,103.14,0,0,-66.396,0.24805,0,0,1,0
NaN,NaN,1,167,1,47,0.6,1.6032,2.3667,2.4,142.02,0,0,NaN,NaN,1,0,1,0
NaN,NaN,1,167,1,47,0.55,1.6658,2.5167,2.4,314.53,1,2,NaN,NaN,1,1,0,0
NaN,NaN,1,167,1,47,0.85,1.7387,2.7417,2.4,313.86,0,0,NaN,NaN,1,0,1,0
0.71289,0,1,167,1,47,1,1.9396,2.9917,2.6,34.036,0,0,-24.584,0.24219,0,0,1,0
0.72363,0,1,167,1,47,0.7,1.8875,2.55,2.6,26.094,0,0,-27.161,0.23438,0,0,1,0
NaN,NaN,1,167,1,47,0.825,1.6048,2.525,2.4,110.44,0,0,NaN,NaN,0,0,0,0
1.2979,0,1,167,1,47,0.95,1.9989,2.7,2.4,19.392,0,0,-68.938,0.24609,0,0,1,0
NaN,NaN,1,167,1,47,0.8,1.7486,2.35,2.4,265.44,1,2,NaN,NaN,0,0,0,0
NaN,NaN,1,167,1,47,0.6,1.6653,2.1833,2.6,271.97,0,0,NaN,NaN,0,0,0,0
0.55371,0,1,167,1,47,0.8,1.5086,2.5167,2.4,13.26,1,1,-0.72648,0.18457,0,0,1,0
NaN,NaN,1,167,1,47,0.65,1.7666,2.3917,2.4,324.86,1,2,NaN,NaN,0,0,0,0
NaN,NaN,1,167,1,47,0.95,1.7106,2.8583,2.4,238.36,0,0,NaN,NaN,1,0,1,0
0.74609,1,1,167,1,47,0.5,1.6626,2.4917,2.4,300.76,0,0,-50.035,0.24707,0,0,1,0
0.71973,1,1,167,1,47,0.525,1.5336,2.3667,2.4,314.79,0,0,-42.095,0.1709,0,0,1,0
0.90527,0,1,167,1,47,0.85,1.9143,2.3917,2.6,189.88,0,0,-36.012,0.21777,0,0,1,0
1.1699,1,1,167,1,47,0.7,1.8692,2.675,2.4,96.297,0,0,-25.007,0.23047,0,0,1,0
0.67871,0,1,167,1,47,0.5,1.5818,2.3583,2.4,17.018,0,0,-32.364,0.26172,0,0,1,0
0.93945,1,1,167,1,47,0.75,1.6075,2.6667,2.4,336.27,0,0,-33.017,0.13574,0,0,1,0
NaN,NaN,1,167,1,47,0.7,1.6654,2.5917,2.6,76.541,0,0,NaN,NaN,1,0,0,0
0.70801,1,1,167,1,47,0.525,1.9629,2.5167,2.6,322.43,0,0,-8.2973,0.24902,0,0,1,0
NaN,NaN,1,167,1,47,0.7,1.6746,2.6667,2.6,96.495,0,0,NaN,NaN,1,1,1,0
0.58691,0,1,167,1,47,0.925,1.7207,2.85,2.6,111.97,0,0,-51.316,0.24219,0,0,1,0
NaN,NaN,1,167,1,47,0.8,1.9854,2.4333,2.6,206.47,0,0,NaN,NaN,0,0,0,0
0.47559,0,1,167,1,47,0.925,1.5713,2.8583,2.6,153.5,1,1,-35.181,0.2168,0,0,1,0
NaN,NaN,1,167,1,47,0.725,1.5147,2.2833,2.4,275.24,1,2,NaN,NaN,1,0,1,0
NaN,NaN,1,167,1,47,0.775,1.5933,2.4833,2.4,172.28,1,2,NaN,NaN,0,1,1,0
0.41309,0,1,167,1,47,0.85,1.5295,2.4583,2.6,116.69,1,1,-36.808,0.20605,0,0,1,0
0.65137,0,1,167,1,47,1,1.8114,2.6833,2.6,211.01,0,0,-48.971,0.20801,0,0,1,0
NaN,NaN,1,167,1,47,0.65,1.6131,2.4667,2.6,50.945,1,1,NaN,NaN,1,1,1,0
0.75586,1,1,167,1,47,0.85,1.5812,2.4333,2.6,296.28,0,0,-27.319,0.25,0,0,1,0
NaN,NaN,1,167,1,47,1,1.637,2.9333,2.6,148.43,1,2,NaN,NaN,1,0,1,0
0.50879,1,1,167,1,47,0.85,1.9336,2.5667,2.6,157.42,1,2,-21.103,0.23145,0,0,1,0
0.46875,1,1,167,1,47,0.625,1.9057,2.35,2.6,120.02,1,2,-47.615,0.21973,0,0,1,0
0.55469,0,1,167,1,47,1,1.8312,2.8917,2.4,223.79,1,1,-44.093,0.2334,0,0,1,0
NaN,NaN,1,167,1,47,0.725,1.9894,2.3667,2.4,325.05,1,1,NaN,NaN,0,0,0,0
0.86523,0,1,167,1,47,0.65,1.8241,2.3083,2.4,1.0182,0,0,-43.016,0.18066,0,0,1,0
0.60645,0,1,167,1,47,0.5,1.5106,2.05,2.6,180.5,0,0,-16.435,0.25684,0,0,1,0
0.44238,0,1,167,1,47,0.5,1.9157,2.25,2.4,293.34,1,1,-8.7507,0.23242,0,0,1,0
0.63281,1,1,167,1,47,0.65,1.9988,2.275,2.6,115.63,0,0,-25.025,0.26953,0,0,1,0
NaN,NaN,1,167,1,47,0.825,1.9824,2.5083,2.4,45.828,1,2,NaN,NaN,1,0,1,0
0.70605,0,1,167,1,47,0.675,1.7631,2.3167,2.4,247.89,0,0,-13.331,0.25391,0,0,1,0
0.79297,1,1,167,1,47,0.5,1.6861,2.325,2.6,352.86,0,0,-16.876,0.13184,0,0,1,0
NaN,NaN,1,167,1,47,0.775,1.9485,2.7333,2.4,236.04,0,0,NaN,NaN,1,0,1,1
NaN,NaN,1,167,1,47,0.625,1.641,2.4333,2.4,268.8,0,0,NaN,NaN,1,0,1,0
NaN,NaN,1,167,1,47,0.725,1.6811,2.5917,2.4,6.7435,0,0,NaN,NaN,1,0,1,0
0.52148,1,1,167,1,47,0.55,1.8701,2.1667,2.6,35.71,1,2,-52.144,0.17285,0,0,1,0
0.61328,0,1,167,1,47,0.55,1.653,2.5083,2.6,150.75,0,0,-53.871,0.18555,0,0,1,0
NaN,NaN,1,167,1,47,0.675,1.6655,2.1917,2.6,196.63,0,0,NaN,NaN,0,0,0,0
NaN,NaN,1,167,1,47,0.55,1.8533,2.4083,2.6,59.654,0,0,NaN,NaN,1,0,0,0
NaN,NaN,1,167,1,47,0.6,1.8731,2.1167,2.6,329.62,1,1,NaN,NaN,0,0,0,0
1.1914,0,1,167,1,47,0.85,1.6083,2.5417,2.6,223.46,0,0,-58.382,0.17871,0,0,1,0
NaN,NaN,1,167,1,47,0.975,1.6933,2.4917,2.6,17.463,1,2,NaN,NaN,0,1,1,0
0.7373,1,1,167,1,47,0.575,1.876,2.525,2.4,95.979,0,0,-21.714,0.18848,0,0,1,0
0.39844,0,1,167,1,47,0.7,1.7176,2.2833,2.4,196.54,1,1,-6.7586,0.26758,0,0,1,0
0.83789,0,1,167,1,47,0.9,1.838,2.7333,2.4,243.83,0,0,-12.281,0.15625,0,0,1,0
0.52832,0,1,167,1,47,0.825,1.5624,2.825,2.4,181.77,1,1,-52.262,0.21094,0,0,1,0
0.51367,1,1,167,1,47,0.8,1.6731,2.6583,2.6,172.07,1,2,-18.32,0.16797,0,0,1,0
0.41309,1,1,167,1,47,0.55,1.6219,2.5,2.6,16.15,1,2,-61.501,0.20605,0,0,1,0
0.88965,1,1,167,1,47,0.575,1.668,2.1,2.6,287.83,0,0,-27.332,0.22266,0,0,1,0
0.86035,0,1,167,1,47,1,1.775,2.8333,2.6,91.483,0,0,-25.26,0.22266,0,0,1,0
0.61523,1,1,167,1,47,0.525,1.8284,2.4833,2.6,8.7863,0,0,-22.996,0.18555,0,0,1,0
0.47949,1,1,167,1,47,0.85,1.997,2.8333,2.4,17.564,1,2,-55.974,0.2334,0,0,1,0
0.73828,1,1,167,1,47,0.55,1.559,2.175,2.6,2.2737,0,0,-27.354,0.21973,0,0,1,0
0.42969,0,1,167,1,47,0.525,1.8172,2.2667,2.6,170.77,1,1,-34.866,0.21094,0,0,1,0
NaN,NaN,1,167,1,47,0.525,1.5078,2.5167,2.6,209.93,1,2,NaN,NaN,0,1,1,0
0.54883,0,1,167,1,47,0.65,1.5743,2.5083,2.4,110.23,1,1,-55.24,0.22656,0,0,1,0
0.82227,0,1,167,1,47,0.525,1.7333,2.425,2.4,170.05,0,0,-58.718,0.19922,0,0,1,0
NaN,NaN,1,167,1,47,0.8,1.6815,2.4917,2.6,89.121,0,0,NaN,NaN,0,0,0,0
0.66895,0,1,167,1,47,0.65,1.5446,2.475,2.4,80.775,0,0,-51.319,0.2207,0,0,1,0
NaN,NaN,1,167,1,47,0.7,1.8488,2.525,2.4,75.619,0,0,NaN,NaN,0,0,0,0
NaN,NaN,1,167,1,47,0.55,1.8984,2.1083,2.4,3.6582,0,0,NaN,NaN,0,0,0,0
0.49512,0,1,167,1,47,0.875,1.6252,2.6333,2.6,202.01,1,1,-33.3,0.17285,0,0,1,0
0.59277,0,2,167,1,47,0.55,1.9896,2.3333,2.4,186.12,1,1,-13.184,0.2041,0,0,1,0
0.80664,0,2,167,1,47,1,1.5076,2.7917,2.4,62.916,1,1,-55.789,0.23438,0,0,1,0
0.72266,1,2,167,1,47,0.6,1.9593,2.4667,2.4,133.88,1,2,-20.549,0.20703,0,0,1,0
NaN,NaN,2,167,1,47,0.6,1.844,2.125,2.4,159.28,0,0,NaN,NaN,0,0,0,0
0.43164,0,2,167,1,47,0.525,1.9982,2.2083,2.6,38.634,1,1,-62.419,0.25781,0,0,1,0
0.63281,1,2,167,1,47,0.675,1.5949,2.2417,2.6,196.64,1,2,-54.196,0.21777,0,0,1,0
0.56055,1,2,167,1,47,0.85,1.8254,2.7667,2.4,33.113,1,2,-51.441,0.19629,0,0,1,0
0.56445,0,2,167,1,47,0.675,1.9664,2.4083,2.6,261.17,1,1,-24.301,0.18262,0,0,1,0
NaN,NaN,2,167,1,47,0.725,1.6766,2.475,2.4,354.16,1,1,NaN,NaN,0,1,1,0
0.5,0,2,167,1,47,0.675,1.9375,2.475,2.6,122.79,1,1,-53.421,0.19824,0,0,1,0
0.85449,0,2,167,1,47,0.775,1.9226,2.6833,2.6,167.27,1,1,-2.4831,0.2041,0,0,1,0
0.37695,1,2,167,1,47,0.55,1.7135,2.1417,2.6,58.281,1,2,-36,0.24609,0,0,1,0
NaN,NaN,2,167,1,47,0.7,1.6812,2.55,2.6,176.72,1,2,NaN,NaN,0,0,0,0
0.4209,0,2,167,1,47,0.825,1.8277,2.7083,2.4,179.13,1,1,-45.297,0.13672,0,0,1,0
0.37305,0,2,167,1,47,0.975,1.7509,2.5417,2.4,332.44,1,1,-44.727,0.22754,0,0,1,0
0.69824,1,2,167,1,47,0.5,1.8161,2.0083,2.4,252.75,1,2,-33.363,0.24219,0,0,1,0
NaN,NaN,2,167,1,47,0.95,1.8412,2.7083,2.6,177,1,2,NaN,NaN,1,1,1,0
0.48047,0,2,167,1,47,0.975,1.6349,2.6583,2.6,187.25,1,1,-48.697,0.12793,0,0,1,0
NaN,NaN,2,167,1,47,1,1.7291,2.6917,2.4,20.682,1,1,NaN,NaN,1,0,1,0
NaN,NaN,2,167,1,47,0.875,1.7858,2.8417,2.6,76.253,1,1,NaN,NaN,0,0,0,0
0.44922,0,2,167,1,47,0.8,1.8579,2.3083,2.4,237.4,1,1,-6.6871,0.24414,0,0,1,0
NaN,NaN,2,167,1,47,1,1.7871,2.5583,2.6,160.03,1,2,NaN,NaN,0,0,0,0
0.66602,1,2,167,1,47,0.9,1.7159,2.5167,2.6,109.99,1,2,-26.763,0.20508,0,0,1,0
NaN,NaN,2,167,1,47,1,1.6983,2.9917,2.6,312.26,1,2,NaN,NaN,1,0,1,0
NaN,NaN,2,167,1,47,0.9,1.5076,2.7833,2.4,69.459,1,1,NaN,NaN,0,1,1,0
NaN,NaN,2,167,1,47,0.6,1.7434,2.5417,2.4,345.93,1,1,NaN,NaN,0,0,0,0
0.79883,1,2,167,1,47,0.65,1.9425,2.5583,2.6,66.003,1,2,-47.931,0.19922,0,0,1,0
NaN,NaN,2,167,1,47,0.675,1.9616,2.2833,2.4,124.13,1,2,NaN,NaN,1,0,1,0
0.46191,1,2,167,1,47,0.675,1.5983,2.375,2.6,355.69,1,2,-64.361,0.25977,0,0,1,0
NaN,NaN,2,167,1,47,0.7,1.8321,2.6417,2.4,189.71,1,1,NaN,NaN,1,0,1,0
NaN,NaN,2,167,1,47,0.875,1.8481,2.6583,2.6,105.7,1,1,NaN,NaN,0,0,0,0
NaN,NaN,2,167,1,47,0.675,1.6852,2.6417,2.4,9.2217,1,1,NaN,NaN,1,1,1,1
0.59863,1,2,167,1,47,0.75,1.8035,2.5833,2.4,76.404,1,2,-10.537,0.25,0,0,1,0
NaN,NaN,2,167,1,47,0.875,1.5319,2.5,2.4,352.02,1,2,NaN,NaN,0,0,0,0
0.36523,0,2,167,1,47,0.9,1.5504,2.7333,2.6,27.872,1,1,-45.857,0.24512,0,0,1,0
NaN,NaN,2,167,1,47,0.675,1.8913,2.6583,2.6,270.52,1,2,NaN,NaN,0,0,0,0
0.43848,1,2,167,1,47,0.675,1.8561,2.2083,2.6,355.54,1,2,-16.045,0.21777,0,0,1,0
0.38672,1,2,167,1,47,0.75,1.7262,2.4,2.6,222.05,1,2,-38.946,0.2666,0,0,1,0
